route_key	verb	path	controller	action	environment	owner	disposition
POST|/api/v1/sessions|api/v1/sessions|create	POST	/api/v1/sessions	api/v1/sessions	create	production	first_party_production	migrate
POST|/api/v1/stances/revoke|api/v1/stances|revoke	POST	/api/v1/stances/revoke	api/v1/stances	revoke	production	first_party_production	migrate
POST|/api/v1/stances|api/v1/stances|create	POST	/api/v1/stances	api/v1/stances	create	production	first_party_production	migrate
POST|/api/v1/tags|api/v1/tags|create	POST	/api/v1/tags	api/v1/tags	create	production	first_party_production	migrate
POST|/api/v1/tasks/:id/mark_as_done|api/v1/tasks|mark_as_done	POST	/api/v1/tasks/:id/mark_as_done	api/v1/tasks	mark_as_done	production	first_party_production	migrate
POST|/api/v1/tasks/:id/mark_as_not_done|api/v1/tasks|mark_as_not_done	POST	/api/v1/tasks/:id/mark_as_not_done	api/v1/tasks	mark_as_not_done	production	first_party_production	migrate
POST|/api/v1/tasks/update_done|api/v1/tasks|update_done	POST	/api/v1/tasks/update_done	api/v1/tasks	update_done	production	first_party_production	migrate
POST|/api/v1/topic_readers/:id/make_admin|api/v1/topic_readers|make_admin	POST	/api/v1/topic_readers/:id/make_admin	api/v1/topic_readers	make_admin	production	first_party_production	migrate
POST|/api/v1/topic_readers/:id/remove_admin|api/v1/topic_readers|remove_admin	POST	/api/v1/topic_readers/:id/remove_admin	api/v1/topic_readers	remove_admin	production	first_party_production	migrate
POST|/api/v1/topic_readers/:id/resend|api/v1/topic_readers|resend	POST	/api/v1/topic_readers/:id/resend	api/v1/topic_readers	resend	production	first_party_production	migrate
POST|/api/v1/topic_readers/:id/revoke|api/v1/topic_readers|revoke	POST	/api/v1/topic_readers/:id/revoke	api/v1/topic_readers	revoke	production	first_party_production	migrate
POST|/api/v1/trials|api/v1/trials|create	POST	/api/v1/trials	api/v1/trials	create	production	first_party_production	migrate
POST|/api/v1/webhooks|api/v1/webhooks|create	POST	/api/v1/webhooks	api/v1/webhooks	create	production	mounted_engine	review
POST|/bug_tunnel|application|bug_tunnel	POST	/bug_tunnel	application	bug_tunnel	production	first_party_production	migrate
POST|/contact_messages|contact_messages|create	POST	/contact_messages	contact_messages	create	production	mounted_engine	review
POST|/direct_uploads|direct_uploads|create	POST	/direct_uploads	direct_uploads	create	production	first_party_production	migrate
POST|/merge_users/merge|merge_users|merge	POST	/merge_users/merge	merge_users	merge	production	first_party_production	migrate
POST|/rails/action_mailbox/mailgun/inbound_emails/mime|action_mailbox/ingresses/mailgun/inbound_emails|create	POST	/rails/action_mailbox/mailgun/inbound_emails/mime	action_mailbox/ingresses/mailgun/inbound_emails	create	production	mounted_engine	review
POST|/rails/action_mailbox/mandrill/inbound_emails|action_mailbox/ingresses/mandrill/inbound_emails|create	POST	/rails/action_mailbox/mandrill/inbound_emails	action_mailbox/ingresses/mandrill/inbound_emails	create	production	mounted_engine	review
POST|/rails/action_mailbox/postmark/inbound_emails|action_mailbox/ingresses/postmark/inbound_emails|create	POST	/rails/action_mailbox/postmark/inbound_emails	action_mailbox/ingresses/postmark/inbound_emails	create	production	mounted_engine	review
POST|/rails/action_mailbox/relay/inbound_emails|action_mailbox/ingresses/relay/inbound_emails|create	POST	/rails/action_mailbox/relay/inbound_emails	action_mailbox/ingresses/relay/inbound_emails	create	production	mounted_engine	review
POST|/rails/action_mailbox/sendgrid/inbound_emails|action_mailbox/ingresses/sendgrid/inbound_emails|create	POST	/rails/action_mailbox/sendgrid/inbound_emails	action_mailbox/ingresses/sendgrid/inbound_emails	create	production	mounted_engine	review
POST|/rails/active_storage/direct_uploads|active_storage/direct_uploads|create	POST	/rails/active_storage/direct_uploads	active_storage/direct_uploads	create	production	mounted_engine	review
POST|/rails/active_storage/direct_uploads|direct_uploads|create	POST	/rails/active_storage/direct_uploads	direct_uploads	create	production	first_party_production	migrate
POST|/rails/conductor/action_mailbox/:inbound_email_id/incinerate|rails/conductor/action_mailbox/incinerates|create	POST	/rails/conductor/action_mailbox/:inbound_email_id/incinerate	rails/conductor/action_mailbox/incinerates	create	development	development_only	review
POST|/rails/conductor/action_mailbox/:inbound_email_id/reroute|rails/conductor/action_mailbox/reroutes|create	POST	/rails/conductor/action_mailbox/:inbound_email_id/reroute	rails/conductor/action_mailbox/reroutes	create	development	development_only	review
POST|/rails/conductor/action_mailbox/inbound_emails/sources|rails/conductor/action_mailbox/inbound_emails/sources|create	POST	/rails/conductor/action_mailbox/inbound_emails/sources	rails/conductor/action_mailbox/inbound_emails/sources	create	development	development_only	review
POST|/rails/conductor/action_mailbox/inbound_emails|rails/conductor/action_mailbox/inbound_emails|create	POST	/rails/conductor/action_mailbox/inbound_emails	rails/conductor/action_mailbox/inbound_emails	create	development	development_only	review
POST|/saml/oauth|identities/saml|create	POST	/saml/oauth	identities/saml	create	production	first_party_production	migrate
PUT|/admin/demos/:id|admin/demos|update	PUT	/admin/demos/:id	admin/demos	update	production	active_admin_generated	review
PUT|/admin/forward_email_rules/:id|admin/forward_email_rules|update	PUT	/admin/forward_email_rules/:id	admin/forward_email_rules	update	production	active_admin_generated	review
PUT|/admin/groups/:id|admin/groups|update	PUT	/admin/groups/:id	admin/groups	update	production	active_admin_generated	review
PUT|/admin/subscriptions/:id|admin/subscriptions|update	PUT	/admin/subscriptions/:id	admin/subscriptions	update	production	active_admin_generated	review
PUT|/admin/users/:id/deactivate|admin/users|deactivate	PUT	/admin/users/:id/deactivate	admin/users	deactivate	production	active_admin_generated	review
PUT|/admin/users/:id/reactivate|admin/users|reactivate	PUT	/admin/users/:id/reactivate	admin/users	reactivate	production	active_admin_generated	review
PUT|/admin/users/:id/redact|admin/users|redact	PUT	/admin/users/:id/redact	admin/users	redact	production	active_admin_generated	review
PUT|/admin/users/:id|admin/users|update	PUT	/admin/users/:id	admin/users	update	production	active_admin_generated	review
PUT|/api/b2/comments/:id|api/b2/comments|update	PUT	/api/b2/comments/:id	api/b2/comments	update	production	first_party_production	migrate
PUT|/api/b2/discussions/:id|api/b2/discussions|update	PUT	/api/b2/discussions/:id	api/b2/discussions	update	production	first_party_production	migrate
PUT|/api/b2/polls/:id|api/b2/polls|update	PUT	/api/b2/polls/:id	api/b2/polls	update	production	first_party_production	migrate
PUT|/api/b3/users/:id|api/b3/users|update	PUT	/api/b3/users/:id	api/b3/users	update	production	first_party_production	migrate
PUT|/api/v1/bookmarks/:id|api/v1/bookmarks|update	PUT	/api/v1/bookmarks/:id	api/v1/bookmarks	update	production	first_party_production	migrate
PUT|/api/v1/chatbots/:id|api/v1/chatbots|update	PUT	/api/v1/chatbots/:id	api/v1/chatbots	update	production	first_party_production	migrate
PUT|/api/v1/comments/:id|api/v1/comments|update	PUT	/api/v1/comments/:id	api/v1/comments	update	production	first_party_production	migrate
PUT|/api/v1/discussion_templates/:id|api/v1/discussion_templates|update	PUT	/api/v1/discussion_templates/:id	api/v1/discussion_templates	update	production	first_party_production	migrate
PUT|/api/v1/discussions/:id|api/v1/discussions|update	PUT	/api/v1/discussions/:id	api/v1/discussions	update	production	first_party_production	migrate
PUT|/api/v1/groups/:id|api/v1/groups|update	PUT	/api/v1/groups/:id	api/v1/groups	update	production	first_party_production	migrate
PUT|/api/v1/memberships/:id|api/v1/memberships|update	PUT	/api/v1/memberships/:id	api/v1/memberships	update	production	first_party_production	migrate
PUT|/api/v1/outcomes/:id|api/v1/outcomes|update	PUT	/api/v1/outcomes/:id	api/v1/outcomes	update	production	first_party_production	migrate
PUT|/api/v1/outcomes|api/v1/outcomes|update	PUT	/api/v1/outcomes	api/v1/outcomes	update	production	first_party_production	migrate
PUT|/api/v1/poll_templates/:id|api/v1/poll_templates|update	PUT	/api/v1/poll_templates/:id	api/v1/poll_templates	update	production	first_party_production	migrate
PUT|/api/v1/polls/:id|api/v1/polls|update	PUT	/api/v1/polls/:id	api/v1/polls	update	production	first_party_production	migrate
PUT|/api/v1/reactions/:id|api/v1/reactions|update	PUT	/api/v1/reactions/:id	api/v1/reactions	update	production	first_party_production	migrate
PUT|/api/v1/stances/:id|api/v1/stances|update	PUT	/api/v1/stances/:id	api/v1/stances	update	production	first_party_production	migrate
PUT|/api/v1/tags/:id|api/v1/tags|update	PUT	/api/v1/tags/:id	api/v1/tags	update	production	first_party_production	migrate
PUT|/api/v1/topics/:id|api/v1/topics|update	PUT	/api/v1/topics/:id	api/v1/topics	update	production	first_party_production	migrate
PUT|/api/v1/webhooks/:id|api/v1/webhooks|update	PUT	/api/v1/webhooks/:id	api/v1/webhooks	update	production	mounted_engine	review
PUT|/email_actions/set_discussion_volume|email_actions|set_discussion_volume	PUT	/email_actions/set_discussion_volume	email_actions	set_discussion_volume	production	first_party_production	migrate
PUT|/email_actions/set_group_volume|email_actions|set_group_volume	PUT	/email_actions/set_group_volume	email_actions	set_group_volume	production	first_party_production	migrate
PUT|/rails/active_storage/disk/:encoded_token|active_storage/disk|update	PUT	/rails/active_storage/disk/:encoded_token	active_storage/disk	update	production	mounted_engine	review
